azimuth,azimuth_stdev,elevation,elevation_stdev,distance,distance_stdev,sequence,sample_index
2.297882080078125,1.72768235206604,7.445375442504883,0.740033984184265,5.301506996154785,0,9392,216
2.4832916259765625,1.6158980131149292,7.9994072914123535,0.8470614552497864,5.270601749420166,0,9393,217
3.032958984375,1.6045860052108765,9.978099822998047,1.5012896060943604,5.257880687713623,0,9394,218
2.6695556640625,1.3980785608291626,10.626486778259277,1.932531714439392,5.226975440979004,0,9395,219
1.9934234619140625,1.2374359369277954,9.79710006713867,2.1160261631011963,5.203042030334473,0,9396,220
1.72393798828125,1.1075342893600464,9.948015213012695,2.2265727519989014,5.185665607452393,0,9397,221
1.263641357421875,1.0996098518371582,11.383726119995117,2.48868465423584,5.15844488143921,0,9398,222
0.7344818115234375,1.0549615621566772,11.743815422058105,2.51124095916748,5.15301752090454,0,9399,223
1.2490997314453125,0.9590699672698975,10.559200286865234,2.308396100997925,5.135642051696777,0,9400,224
1.39715576171875,0.9506741762161255,10.545795440673828,1.8858036994934082,5.08114194869995,0,9401,225
1.4161224365234375,0.9479872584342957,11.018250465393066,1.4479756355285645,5.054044723510742,0,9402,226
1.7196197509765625,0.8949968814849854,11.420480728149414,0.9423727989196777,5.013294219970703,0,9403,227
2.5904541015625,0.78525573015213,12.455358505249023,1.1421717405319214,4.958794116973877,0,9404,228
3.3995819091796875,0.9878929257392883,13.279736518859863,1.5160505771636963,4.866392612457275,0,9405,229
3.517730712890625,1.226789951324463,14.075916290283203,1.797924280166626,4.850094318389893,0,9406,230
3.8206024169921875,1.45001482963562,14.5806827545166,2.00230884552002,4.80392599105835,0,9407,231
4.5113525390625,1.6867133378982544,13.975791931152344,2.122319459915161,4.73125410079956,0,9408,232
4.527435302734375,1.6890875101089478,13.6658992767334,2.1691927909851074,4.63824987411499,0,9409,233
4.43328857421875,1.64206326007843,13.726055145263672,1.9809333086013794,4.6053667068481445,0,9410,234
4.466583251953125,1.5134512186050415,12.965873718261719,1.6227871179580688,4.5326948165893555,0,9411,235
4.4836273193359375,1.247114896774292,13.559846878051758,1.2608574628829956,4.460022926330566,0,9412,236
5.2545166015625,0.9901036024093628,13.146937370300293,0.8475448489189148,4.40043830871582,0,9413,237
5.4007720947265625,0.8503150939941406,13.485541343688965,0.6645591855049133,4.40043830871582,0,9415,238
4.795745849609375,0.7344177961349487,13.292680740356445,0.6630462408065796,4.362127780914307,0,9417,239
5.149749755859375,0.6126802563667297,13.77050495147705,0.6335598826408386,4.236598014831543,0,9418,240
5.5319366455078125,0.5617916584014893,14.106494903564453,0.49831917881965637,4.132558822631836,0,9419,241
5.8050689697265625,0.656331181526184,13.748741149902344,0.4675678610801697,4.137985706329346,0,9420,242
5.7734832763671875,0.6920080184936523,12.640186309814453,0.608094871044159,4.1267728805542,0,9421,243
6.392608642578125,0.7931058406829834,12.339506149291992,0.757565975189209,4.06242799758911,0,9422,244
6.661712646484375,0.8664474487304688,12.04810905456543,0.9333478808403015,4.024117946624756,0,9423,245
6.1642303466796875,0.756899118423462,11.982006072998047,1.0574806928634644,3.983368158340454,0,9424,246
5.9431915283203125,0.7344177961349487,11.630382537841797,1.2264846563339233,3.983368158340454,0,9425,247
4.9403076171875,0.7981441617012024,12.630887985229492,1.196661353111267,4.0044264793396,0,9427,248
4.58758544921875,0.846018671989441,13.164142608642578,1.1870125532150269,4.01427125930786,0,9428,249
4.819183349609375,0.89458966255188,13.77396297454834,1.1876177787780762,4.008844375610352,0,9429,250
4.62353515625,0.991207182407379,14.039109230041504,1.1720168590545654,4.020057678222656,0,9430,251
3.9532318115234375,1.1813987493515015,14.46364974975586,1.328338861465454,4.042518615722656,0,9431,252
3.2486114501953125,1.4492610692977905,14.665874481201172,1.53545081615448,4.042518615722656,0,9432,253
3.369110107421875,1.4882055521011353,13.593113899230957,1.5052731037139893,4.071537494659424,0,9433,254
2.0198516845703125,1.631156325340271,12.315929412841797,1.4653005599975586,4.0827507972717285,0,9434,255
0.442108154296875,2.0779786109924316,11.473838806152344,1.5713248252868652,4.093263149261475,0,9435,256
-0.6512451171875,2.515848159790039,11.696755409240723,1.5574990510940552,4.103107929229736,0,9436,257
-2.49853515625,3.2562248706817627,11.019829750061035,1.8193755149841309,4.103107929229736,0,9437,258
-3.925811767578125,3.973527669906616,10.320453643798828,2.1679859161376953,4.097681045532227,0,9438,259
-4.7715911865234375,4.415388107299805,11.375956535339355,2.1778128147125244,4.097681045532227,0,9439,260
-5.762847900390625,4.684030532836914,10.89734935760498,2.137446165084839,4.1027655601501465,0,9440,261
-6.57635498046875,4.81936502456665,9.775572776794434,2.0548179149627686,4.102766036987305,0,9441,262
-6.780242919921875,4.722634315490723,9.051465034484863,1.7870190143585205,4.096980094909668,0,9442,263
-7.2983551025390625,4.242743968963623,8.97813034057617,1.5716263055801392,4.11435604095459,0,9443,264
-7.561676025390625,3.6605241298675537,8.201087951660156,1.6942858695983887,4.135414123535156,0,9444,265
-7.6591796875,3.0610849857330322,7.3626885414123535,2.0073752403259277,4.146626949310303,0,9445,266
-7.0911102294921875,2.248028039932251,7.555680751800537,2.0226967334747314,4.170560359954834,0,9446,267
-6.738311767578125,1.5963919162750244,7.813196182250977,1.9802970886230469,4.201465606689453,0,9447,268
-6.897613525390625,1.1274248361587524,8.218740463256836,1.9243645668029785,4.228562355041504,0,9449,269
-5.846954345703125,0.8290496468544006,8.6706485748291,1.5050053596496582,4.2223992347717285,0,9450,270
-5.3849334716796875,0.9273905754089355,7.8099212646484375,1.0623457431793213,4.242091178894043,0,9451,271
-5.4517059326171875,1.0765020847320557,6.417459964752197,1.1149612665176392,4.236664772033691,0,9452,272
-5.4507598876953125,1.1835558414459229,6.00687551498413,1.292604684829712,4.231237411499023,0,9453,273
-6.6548004150390625,1.1351549625396729,6.806796550750732,1.18017852306366,4.242450714111328,0,9454,274
-3.7213592529296875,1.4847743511199951,7.50178575515747,1.1280275583267212,4.232605457305908,0,9455,275
-8.93034362792969,1.7940869331359863,8.49139404296875,1.221894383430481,4.223395347595215,0,9456,276
-12.66912841796875,3.2012338638305664,7.9932708740234375,1.2389814853668213,4.254300594329834,0,9457,277
-19.301513671875,6.04209041595459,8.006041526794434,1.2498815059661865,4.254301071166992,0,9458,278
-22.6578369140625,8.457366943359375,8.914609909057617,1.3577587604522705,4.254301071166992,0,9459,279
-31.404541015625,12.053068161010742,8.756640434265137,1.3719556331634521,4.26551389694214,0,9460,280
-35.29100036621094,14.840761184692383,10.087080001831055,1.7386276721954346,4.296419143676758,0,9461,281
-19.66119384765625,14.236724853515625,10.347432136535645,1.87333083152771,4.360764026641846,0,9462,282
